ID,SK_ID_CURR
208720,208720
208730,208730
208748,208748
208753,208753
208755,208755
208769,208769
208775,208775
208785,208785
208796,208796
208806,208806
208815,208815
208830,208830
208833,208833
208837,208837
208842,208842
208860,208860
208874,208874
208886,208886
208897,208897
208898,208898
208905,208905
208907,208907
208924,208924
208925,208925
208933,208933
208941,208941
208948,208948
208960,208960
208962,208962
208963,208963
208965,208965
208973,208973
208974,208974
208986,208986
208992,208992
208995,208995
209001,209001
209006,209006
209012,209012
209022,209022
209055,209055
209056,209056
209057,209057
209060,209060
209067,209067
209071,209071
209078,209078
209080,209080
209094,209094
209097,209097
209098,209098
209101,209101
209108,209108
209109,209109
209111,209111
209116,209116
209117,209117
209121,209121
209126,209126
209127,209127
209141,209141
209142,209142
209159,209159
209164,209164
209168,209168
209177,209177
209197,209197
209202,209202
209209,209209
209211,209211
209233,209233
209234,209234
209253,209253
209260,209260
209263,209263
209268,209268
209275,209275
209288,209288
209298,209298
209305,209305
209326,209326
209340,209340
209352,209352
209362,209362
209367,209367
209369,209369
209377,209377
209387,209387
209392,209392
209393,209393
209420,209420
209423,209423
209457,209457
209458,209458
209470,209470
209479,209479
209483,209483
209488,209488
209489,209489
209497,209497
209504,209504
209510,209510
209513,209513
209547,209547
209549,209549
209556,209556
209561,209561
209565,209565
209591,209591
209595,209595
209596,209596
209608,209608
209628,209628
209643,209643
209645,209645
209651,209651
209659,209659
209660,209660
209661,209661
209665,209665
209682,209682
209687,209687
209689,209689
209699,209699
209705,209705
209707,209707
209713,209713
209717,209717
209718,209718
209723,209723
209727,209727
209729,209729
209739,209739
209741,209741
209744,209744
209748,209748
209749,209749
209758,209758
209761,209761
209764,209764
209772,209772
209773,209773
209794,209794
209795,209795
209814,209814
209828,209828
209838,209838
209839,209839
209845,209845
209855,209855
209862,209862
209869,209869
209872,209872
209879,209879
209881,209881
209882,209882
209893,209893
209913,209913
209918,209918
209920,209920
209921,209921
209929,209929
209943,209943
209957,209957
209960,209960
209962,209962
209969,209969
209980,209980
209986,209986
209989,209989
209990,209990
209991,209991
210007,210007
210016,210016
210018,210018
210019,210019
210020,210020
210036,210036
210050,210050
210080,210080
210084,210084
210089,210089
210104,210104
210129,210129
210135,210135
210137,210137
210140,210140
210145,210145
210146,210146
210147,210147
210152,210152
210157,210157
210158,210158
210164,210164
210170,210170
210171,210171
210173,210173
210174,210174
210176,210176
210190,210190
210191,210191
210195,210195
210196,210196
210201,210201
210211,210211
210231,210231
210239,210239
210241,210241
210242,210242
210255,210255
210278,210278
210283,210283
210284,210284
210304,210304
210307,210307
210330,210330
210332,210332
210350,210350
210379,210379
210385,210385
210401,210401
210405,210405
210413,210413
210414,210414
210415,210415
210419,210419
210429,210429
210467,210467
210481,210481
210482,210482
210492,210492
210502,210502
210523,210523
210525,210525
210529,210529
210538,210538
210543,210543
210549,210549
210551,210551
210555,210555
210558,210558
210591,210591
210597,210597
210599,210599
210610,210610
210616,210616
210618,210618
210622,210622
210639,210639
210645,210645
210650,210650
210672,210672
210676,210676
210683,210683
210697,210697
210701,210701
210706,210706
210712,210712
210717,210717
210728,210728
210729,210729
210730,210730
210731,210731
210733,210733
210735,210735
210742,210742
210748,210748
210749,210749
210758,210758
210767,210767
210769,210769
210777,210777
210789,210789
210791,210791
210794,210794
210811,210811
210814,210814
210821,210821
210833,210833
210835,210835
210859,210859
210862,210862
210870,210870
210886,210886
210893,210893
210901,210901
210906,210906
210913,210913
210953,210953
210961,210961
210962,210962
210966,210966
210983,210983
211000,211000
211025,211025
211036,211036
211043,211043
211062,211062
211076,211076
211085,211085
211096,211096
211097,211097
211098,211098
211103,211103
211108,211108
211131,211131
211135,211135
211139,211139
211146,211146
211150,211150
211158,211158
211170,211170
211177,211177
211183,211183
211187,211187
211191,211191
211194,211194
211196,211196
211203,211203
211209,211209
211210,211210
211211,211211
211232,211232
211244,211244
211263,211263
211264,211264
211270,211270
211278,211278
211292,211292
211293,211293
211295,211295
211296,211296
211308,211308
211310,211310
211312,211312
211325,211325
211326,211326
211330,211330
211333,211333
211341,211341
211342,211342
211350,211350
211355,211355
211357,211357
211358,211358
211362,211362
211377,211377
211378,211378
211379,211379
211384,211384
211395,211395
211398,211398
211399,211399
211417,211417
211419,211419
211420,211420
211439,211439
211442,211442
211451,211451
211457,211457
211469,211469
211483,211483
211505,211505
211508,211508
211509,211509
211510,211510
211526,211526
211547,211547
211548,211548
211550,211550
211551,211551
211553,211553
211562,211562
211563,211563
211564,211564
211565,211565
211571,211571
211572,211572
211577,211577
211580,211580
211609,211609
211625,211625
211635,211635
211646,211646
211660,211660
211670,211670
211672,211672
211688,211688
211694,211694
211696,211696
211711,211711
211718,211718
211732,211732
211735,211735
211736,211736
211740,211740
211741,211741
211746,211746
211751,211751
211754,211754
211770,211770
211771,211771
211787,211787
211788,211788
211802,211802
211804,211804
211810,211810
211832,211832
211839,211839
211860,211860
211863,211863
211866,211866
211869,211869
211872,211872
211894,211894
211901,211901
211902,211902
211903,211903
211946,211946
211950,211950
211959,211959
211964,211964
211965,211965
211979,211979
211983,211983
211986,211986
211987,211987
211988,211988
211999,211999
212002,212002
212004,212004
212009,212009
212015,212015
212023,212023
212048,212048
212055,212055
212067,212067
212079,212079
212080,212080
212083,212083
212085,212085
212088,212088
212089,212089
212092,212092
212097,212097
212124,212124
212132,212132
212136,212136
212144,212144
212145,212145
212167,212167
212174,212174
212175,212175
212187,212187
212191,212191
212194,212194
212238,212238
212242,212242
212245,212245
212258,212258
212262,212262
212277,212277
212283,212283
212287,212287
212288,212288
212289,212289
212293,212293
212296,212296
212300,212300
212303,212303
212326,212326
212327,212327
212328,212328
212329,212329
212339,212339
212340,212340
212343,212343
212360,212360
212389,212389
212401,212401
212407,212407
212409,212409
212422,212422
212424,212424
212440,212440
212441,212441
212443,212443
212448,212448
212472,212472
212478,212478
212481,212481
212493,212493
212508,212508
212511,212511
212525,212525
212531,212531
212533,212533
212555,212555
212592,212592
212610,212610
212621,212621
212629,212629
212635,212635
212636,212636
212637,212637
212643,212643
212648,212648
212654,212654
212655,212655
212660,212660
212661,212661
212664,212664
212669,212669
212670,212670
212674,212674
212676,212676
212690,212690
212691,212691
212696,212696
212710,212710
212712,212712
212716,212716
212718,212718
212720,212720
212723,212723
212730,212730
212740,212740
212747,212747
212763,212763
212773,212773
212775,212775
212776,212776
212777,212777
212781,212781
212782,212782
212785,212785
212786,212786
212795,212795
212800,212800
212818,212818
212834,212834
212837,212837
212841,212841
212842,212842
212847,212847
212848,212848
212851,212851
212865,212865
212866,212866
212874,212874
212880,212880
212894,212894
212897,212897
212912,212912
212913,212913
212916,212916
212917,212917
212933,212933
212935,212935
212936,212936
212950,212950
212957,212957
212958,212958
212961,212961
212962,212962
212963,212963
212964,212964
212968,212968
212969,212969
212976,212976
212978,212978
212983,212983
212993,212993
213004,213004
213008,213008
213014,213014
213018,213018
213021,213021
213024,213024
213045,213045
213054,213054
213059,213059
213076,213076
213095,213095
213096,213096
213100,213100
213101,213101
213109,213109
213111,213111
213116,213116
213133,213133
213140,213140
213141,213141
213143,213143
213150,213150
213152,213152
213158,213158
213159,213159
213166,213166
213167,213167
213170,213170
213178,213178
213179,213179
213189,213189
213196,213196
213201,213201
213203,213203
213204,213204
213205,213205
213206,213206
213207,213207
213208,213208
213212,213212
213214,213214
213220,213220
213240,213240
213244,213244
213263,213263
213264,213264
213265,213265
213270,213270
213283,213283
213287,213287
213292,213292
213295,213295
213299,213299
213303,213303
213307,213307
213308,213308
213312,213312
213313,213313
213316,213316
213317,213317
213338,213338
213357,213357
213368,213368
213374,213374
213375,213375
213386,213386
213390,213390
213393,213393
213401,213401
213423,213423
213430,213430
213431,213431
213447,213447
213465,213465
213468,213468
213473,213473
213475,213475
213476,213476
213482,213482
213493,213493
213531,213531
213534,213534
213542,213542
213546,213546
213569,213569
213570,213570
213588,213588
213591,213591
213595,213595
213597,213597
213598,213598
213604,213604
213622,213622
213623,213623
213633,213633
213639,213639
213641,213641
213649,213649
213671,213671
213675,213675
213679,213679
213680,213680
213684,213684
213685,213685
213689,213689
213691,213691
213693,213693
213712,213712
213717,213717
213734,213734
213739,213739
213765,213765
213775,213775
213776,213776
213804,213804
213808,213808
213818,213818
213821,213821
213829,213829
213836,213836
213838,213838
213843,213843
213854,213854
213859,213859
213862,213862
213874,213874
213878,213878
213886,213886
213888,213888
213892,213892
213910,213910
213921,213921
213926,213926
213928,213928
213935,213935
213949,213949
213957,213957
213959,213959
213967,213967
213974,213974
213975,213975
213983,213983
213984,213984
213998,213998
214004,214004
214006,214006
214008,214008
214014,214014
214015,214015
214034,214034
214059,214059
214067,214067
214077,214077
214078,214078
214079,214079
214085,214085
214088,214088
214099,214099
214138,214138
214141,214141
214152,214152
214154,214154
214155,214155
214177,214177
214188,214188
214192,214192
214207,214207
214217,214217
214219,214219
214228,214228
214229,214229
214233,214233
214236,214236
214242,214242
214249,214249
214263,214263
214264,214264
214265,214265
214268,214268
214281,214281
214282,214282
214295,214295
214311,214311
214315,214315
214325,214325
214334,214334
214336,214336
214337,214337
214342,214342
214344,214344
214349,214349
214355,214355
214356,214356
214358,214358
214363,214363
214364,214364
214371,214371
214377,214377
214379,214379
214383,214383
214406,214406
214407,214407
214411,214411
214415,214415
214418,214418
214419,214419
214421,214421
214430,214430
214436,214436
214463,214463
214472,214472
214474,214474
214476,214476
214478,214478
214481,214481
214484,214484
214488,214488
214491,214491
214505,214505
214507,214507
214510,214510
214518,214518
214523,214523
214539,214539
214542,214542
214544,214544
214553,214553
214554,214554
214561,214561
214563,214563
214566,214566
214581,214581
214587,214587
214588,214588
214589,214589
214593,214593
214620,214620
214630,214630
214643,214643
214644,214644
214647,214647
214654,214654
214657,214657
214658,214658
214662,214662
214666,214666
214680,214680
214685,214685
214693,214693
214701,214701
214705,214705
214706,214706
214719,214719
214721,214721
214724,214724
214741,214741
214769,214769
214777,214777
214780,214780
214786,214786
214789,214789
214797,214797
214804,214804
214808,214808
214810,214810
214828,214828
214830,214830
214835,214835
214844,214844
214859,214859
214861,214861
214863,214863
214887,214887
214898,214898
214906,214906
214913,214913
214915,214915
214937,214937
214944,214944
214948,214948
214970,214970
214976,214976
214999,214999
215000,215000
215016,215016
215024,215024
215029,215029
215033,215033
215037,215037
215054,215054
215057,215057
215064,215064
215074,215074
215077,215077
215082,215082
215096,215096
215101,215101
215103,215103
215109,215109
215124,215124
215142,215142
215143,215143
215145,215145
215157,215157
215159,215159
215161,215161
215166,215166
215177,215177
215186,215186
215194,215194
215196,215196
215204,215204
215211,215211
215230,215230
215241,215241
215256,215256
215257,215257
215266,215266
215267,215267
215268,215268
215278,215278
215280,215280
215318,215318
215326,215326
215331,215331
215337,215337
215344,215344
215346,215346
215348,215348
215351,215351
215358,215358
215360,215360
215367,215367
215369,215369
215383,215383
215395,215395
215407,215407
215408,215408
215412,215412
215433,215433
215454,215454
215463,215463
215488,215488
215508,215508
215512,215512
215516,215516
215525,215525
215531,215531
215534,215534
215537,215537
215539,215539
215548,215548
215554,215554
215556,215556
215559,215559
215560,215560
215563,215563
215564,215564
215569,215569
215574,215574
215586,215586
215594,215594
215608,215608
215614,215614
215623,215623
215628,215628
215637,215637
215638,215638
215649,215649
215651,215651
215653,215653
215678,215678
215708,215708
215711,215711
215733,215733
215739,215739
215742,215742
215756,215756
215772,215772
215775,215775
215791,215791
215796,215796
215803,215803
215805,215805
215807,215807
215829,215829
215855,215855
215856,215856
215860,215860
215861,215861
215877,215877
215883,215883
215889,215889
215897,215897
215898,215898
215901,215901
215908,215908
215910,215910
215911,215911
215923,215923
215928,215928
215934,215934
215936,215936
215947,215947
215951,215951
215958,215958
215959,215959
215963,215963
215968,215968
215972,215972
215976,215976
215978,215978
215981,215981
215999,215999
216001,216001
216012,216012
216020,216020
216035,216035
216038,216038
216041,216041
216049,216049
216065,216065
216096,216096
216110,216110
216115,216115
216121,216121
216122,216122
216129,216129
216131,216131
216138,216138
216142,216142
216143,216143
216150,216150
216180,216180
216184,216184
216189,216189
216190,216190
216197,216197
216218,216218
216219,216219
216221,216221
216231,216231
216240,216240
216272,216272
216281,216281
216284,216284
216290,216290
216297,216297
216305,216305
216306,216306
216317,216317
216333,216333
216338,216338
216339,216339
216346,216346
216349,216349
216350,216350
216351,216351
216353,216353
216355,216355
216364,216364
216387,216387
216392,216392
216393,216393
216399,216399
216416,216416
216433,216433
216435,216435
216442,216442
216458,216458
216461,216461
216468,216468
216469,216469
216471,216471
216473,216473
216475,216475
216496,216496
216510,216510
216511,216511
216515,216515
216516,216516
216521,216521
216532,216532
216548,216548
216551,216551
216560,216560
216562,216562
216563,216563
216565,216565
216582,216582
216587,216587
216589,216589
216597,216597
216606,216606
216607,216607
216608,216608
216621,216621
216622,216622
216627,216627
216636,216636
216647,216647
216655,216655
216659,216659
216666,216666
216676,216676
216677,216677
216679,216679
216681,216681
216686,216686
216687,216687
216694,216694
216697,216697
216714,216714
216719,216719
216720,216720
216721,216721
216723,216723
216740,216740
216746,216746
216747,216747
216751,216751
216758,216758
216768,216768
216778,216778
216786,216786
216801,216801
216802,216802
216807,216807
216808,216808
216810,216810
216818,216818
216823,216823
216826,216826
216827,216827
216828,216828
216840,216840
216844,216844
216845,216845
216851,216851
216857,216857
216858,216858
216862,216862
216874,216874
216880,216880
216900,216900
216902,216902
216903,216903
216904,216904
216931,216931
216936,216936
216938,216938
216952,216952
216954,216954
216955,216955
216961,216961
216981,216981
216985,216985
216992,216992
216995,216995
216997,216997
216998,216998
216999,216999
217022,217022
217034,217034
217038,217038
217050,217050
217055,217055
217064,217064
217071,217071
217078,217078
217083,217083
217084,217084
217086,217086
217096,217096
217101,217101
217109,217109
217118,217118
217121,217121
217125,217125
217130,217130
217136,217136
217137,217137
217143,217143
217148,217148
217155,217155
217162,217162
217172,217172
217174,217174
217175,217175
217177,217177
217178,217178
217192,217192
217220,217220
217221,217221
217223,217223
217232,217232
217243,217243
217248,217248
217250,217250
217271,217271
217283,217283
217297,217297
217323,217323
217326,217326
217334,217334
217338,217338
217341,217341
217342,217342
217355,217355
217362,217362
217366,217366
217367,217367
217371,217371
217383,217383
217401,217401
217404,217404
217419,217419
217422,217422
217423,217423
217427,217427
217429,217429
217430,217430
217441,217441
217444,217444
217465,217465
217471,217471
217488,217488
217493,217493
217509,217509
217510,217510
217511,217511
217519,217519
217522,217522
217562,217562
217574,217574
217577,217577
217579,217579
217596,217596
217602,217602
217612,217612
217632,217632
217635,217635
217636,217636
217638,217638
217639,217639
217651,217651
217652,217652
217663,217663
217669,217669
217686,217686
217699,217699
217700,217700
217703,217703
217706,217706
217714,217714
217732,217732
217736,217736
217749,217749
217763,217763
217770,217770
217771,217771
217772,217772
217776,217776
217777,217777
217778,217778
217782,217782
217790,217790
217792,217792
217793,217793
217795,217795
217796,217796
217800,217800
217804,217804
217807,217807
217846,217846
217847,217847
217853,217853
217856,217856
217864,217864
217867,217867
217868,217868
217885,217885
217887,217887
217889,217889
217900,217900
217903,217903
217905,217905
217909,217909
217913,217913
217944,217944
217946,217946
217954,217954
217956,217956
217957,217957
217961,217961
217962,217962
217976,217976
217980,217980
217981,217981
218006,218006
218009,218009
218032,218032
218049,218049
218053,218053
218078,218078
218080,218080
218081,218081
218094,218094
218098,218098
218099,218099
218100,218100
218113,218113
218117,218117
218118,218118
218119,218119
218125,218125
218133,218133
218153,218153
218165,218165
218166,218166
218177,218177
218178,218178
218202,218202
218203,218203
218207,218207
218209,218209
218236,218236
218244,218244
218247,218247
218250,218250
218266,218266
218275,218275
218276,218276
218287,218287
218292,218292
218298,218298
218300,218300
218320,218320
218321,218321
218333,218333
218347,218347
218353,218353
218366,218366
218368,218368
218369,218369
218372,218372
218376,218376
218378,218378
218403,218403
218413,218413
218418,218418
218449,218449
218450,218450
218458,218458
218464,218464
218475,218475
218476,218476
218478,218478
218515,218515
218517,218517
218518,218518
218538,218538
218539,218539
218550,218550
218551,218551
218565,218565
218580,218580
218591,218591
218598,218598
218600,218600
218602,218602
218607,218607
218651,218651
218652,218652
218656,218656
218658,218658
218669,218669
218670,218670
218671,218671
218677,218677
218680,218680
218685,218685
218686,218686
218692,218692
218693,218693
218699,218699
218709,218709
218729,218729
218734,218734
218742,218742
218743,218743
218756,218756
218772,218772
218782,218782
218786,218786
218788,218788
218796,218796
218801,218801
218812,218812
218832,218832
218834,218834
218846,218846
218847,218847
218848,218848
218853,218853
218865,218865
218870,218870
218873,218873
218884,218884
218893,218893
218898,218898
218911,218911
218933,218933
218934,218934
218939,218939
218948,218948
218957,218957
218962,218962
218973,218973
218975,218975
219000,219000
219001,219001
219006,219006
219027,219027
219036,219036
219043,219043
219047,219047
219057,219057
219059,219059
219062,219062
219074,219074
219085,219085
219087,219087
219095,219095
219114,219114
219115,219115
219119,219119
219140,219140
219147,219147
219170,219170
219171,219171
219174,219174
219177,219177
219180,219180
219195,219195
219203,219203
219207,219207
219223,219223
219229,219229
219236,219236
219238,219238
219243,219243
219245,219245
219247,219247
219273,219273
219278,219278
219279,219279
219284,219284
219319,219319
219326,219326
219336,219336
219344,219344
219359,219359
219360,219360
219364,219364
219368,219368
219376,219376
219382,219382
219388,219388
219396,219396
219398,219398
219403,219403
219405,219405
219406,219406
219410,219410
219424,219424
219446,219446
219450,219450
219451,219451
219464,219464
219465,219465
219469,219469
219472,219472
219482,219482
219506,219506
219507,219507
219516,219516
219521,219521
219564,219564
219565,219565
219568,219568
219570,219570
219578,219578
219579,219579
219588,219588
219593,219593
219594,219594
219601,219601
219608,219608
219616,219616
219620,219620
219621,219621
219628,219628
219632,219632
219637,219637
219670,219670
219688,219688
219704,219704
219717,219717
219723,219723
219741,219741
219772,219772
219774,219774
219775,219775
219778,219778
219787,219787
219788,219788
219806,219806
219811,219811
219815,219815
219817,219817
219835,219835
219845,219845
219848,219848
219864,219864
219866,219866
219868,219868
219870,219870
219886,219886
219908,219908
219910,219910
219914,219914
219925,219925
219935,219935
219940,219940
219959,219959
219962,219962
219975,219975
219981,219981
219998,219998
219999,219999
220006,220006
220010,220010
220012,220012
220014,220014
220018,220018
220019,220019
220021,220021
220058,220058
220060,220060
220061,220061
220063,220063
220066,220066
220070,220070
220071,220071
220082,220082
220094,220094
220107,220107
220114,220114
220120,220120
220126,220126
220143,220143
220147,220147
220157,220157
220160,220160
220169,220169
220177,220177
220181,220181
220186,220186
220189,220189
220206,220206
220221,220221
220227,220227
220228,220228
220248,220248
220277,220277
220304,220304
220311,220311
220315,220315
220316,220316
220323,220323
220325,220325
220358,220358
220363,220363
220369,220369
220370,220370
220380,220380
220386,220386
220387,220387
220393,220393
220394,220394
220412,220412
220415,220415
220416,220416
220417,220417
220418,220418
220422,220422
220431,220431
220439,220439
220456,220456
220458,220458
220468,220468
220474,220474
220479,220479
220494,220494
220501,220501
220503,220503
220511,220511
220514,220514
220516,220516
220521,220521
220530,220530
220562,220562
220565,220565
220582,220582
220594,220594
220600,220600
220614,220614
220621,220621
220624,220624
220629,220629
220632,220632
220639,220639
220655,220655
220664,220664
220670,220670
220686,220686
220699,220699
220714,220714
220729,220729
220732,220732
220733,220733
220735,220735
220740,220740
220741,220741
220747,220747
220748,220748
220749,220749
220755,220755
220764,220764
220767,220767
220772,220772
220779,220779
220781,220781
220790,220790
220806,220806
220811,220811
220816,220816
220822,220822
220827,220827
220828,220828
220829,220829
220832,220832
220833,220833
220841,220841
220842,220842
220856,220856
220874,220874
220881,220881
220882,220882
220887,220887
220893,220893
220909,220909
220916,220916
220917,220917
220918,220918
220924,220924
220931,220931
220932,220932
220949,220949
220950,220950
220956,220956
220972,220972
220994,220994
221004,221004
221008,221008
221011,221011
221030,221030
221032,221032
221035,221035
221058,221058
221059,221059
221075,221075
221079,221079
221080,221080
221107,221107
221116,221116
221129,221129
221148,221148
221158,221158
221165,221165
221169,221169
221171,221171
221198,221198
221202,221202
221205,221205
221223,221223
221227,221227
221228,221228
221234,221234
221242,221242
221252,221252
221256,221256
221260,221260
221261,221261
221264,221264
221267,221267
221272,221272
221284,221284
221292,221292
221311,221311
221322,221322
221327,221327
221339,221339
221371,221371
221372,221372
221404,221404
221411,221411
221438,221438
221451,221451
221465,221465
221477,221477
221483,221483
221493,221493
221495,221495
221498,221498
221500,221500
221506,221506
221513,221513
221523,221523
221528,221528
221529,221529
221530,221530
221531,221531
221549,221549
221550,221550
221565,221565
221570,221570
221573,221573
221575,221575
221576,221576
221604,221604
221615,221615
221626,221626
221629,221629
221630,221630
221636,221636
221656,221656
221659,221659
221663,221663
221665,221665
221675,221675
221676,221676
221677,221677
221679,221679
221707,221707
221712,221712
221717,221717
221725,221725
221733,221733
221741,221741
221747,221747
221762,221762
221763,221763
221770,221770
221771,221771
221787,221787
221793,221793
221804,221804
221805,221805
221825,221825
221827,221827
221828,221828
221829,221829
221845,221845
221859,221859
221860,221860
221867,221867
221868,221868
221870,221870
221876,221876
221884,221884
221895,221895
221911,221911
221921,221921
221931,221931
221935,221935
221955,221955
221959,221959
221966,221966
221974,221974
221981,221981
222002,222002
222010,222010
222012,222012
222013,222013
222023,222023
222034,222034
222048,222048
222052,222052
222059,222059
222060,222060
222061,222061
222067,222067
222076,222076
222081,222081
222120,222120
222121,222121
222133,222133
222149,222149
222150,222150
222153,222153
222154,222154
222159,222159
222165,222165
222167,222167
222170,222170
222178,222178
222179,222179
222188,222188
222189,222189
222195,222195
222198,222198
222224,222224
222234,222234
222254,222254
222256,222256
222264,222264
222281,222281
222296,222296
222303,222303
222309,222309
222310,222310
222313,222313
222321,222321
222322,222322
222328,222328
222333,222333
222334,222334
222338,222338
222347,222347
222349,222349
222351,222351
222352,222352
222357,222357
222362,222362
222381,222381
222392,222392
222401,222401
222413,222413
222422,222422
222423,222423
222430,222430
222432,222432
222452,222452
222459,222459
222473,222473
222475,222475
222481,222481
222482,222482
222489,222489
222496,222496
222505,222505
222516,222516
222537,222537
222555,222555
222566,222566
222572,222572
222577,222577
222618,222618
222619,222619
222624,222624
222625,222625
222626,222626
222629,222629
222634,222634
222636,222636
222637,222637
222641,222641
222646,222646
222648,222648
222659,222659
222663,222663
222665,222665
222671,222671
222674,222674
222675,222675
222707,222707
222709,222709
222711,222711
222717,222717
222728,222728
222752,222752
222753,222753
222755,222755
222765,222765
222768,222768
222769,222769
222783,222783
222799,222799
222821,222821
222825,222825
222837,222837
222862,222862
222863,222863
222869,222869
222876,222876
222892,222892
222898,222898
222912,222912
222920,222920
222926,222926
222934,222934
222938,222938
222945,222945
222947,222947
222966,222966
222971,222971
222994,222994
223008,223008
223019,223019
223040,223040
223042,223042
223049,223049
223051,223051
223056,223056
223058,223058
223064,223064
223067,223067
223073,223073
223075,223075
223078,223078
223079,223079
223082,223082
223098,223098
223112,223112
223116,223116
223121,223121
223128,223128
223135,223135
223136,223136
223144,223144
223151,223151
223157,223157
223181,223181
223190,223190
223197,223197
223205,223205
223209,223209
223221,223221
223235,223235
223238,223238
223244,223244
223258,223258
223262,223262
223272,223272
223288,223288
223298,223298
223310,223310
223320,223320
223357,223357
223365,223365
223369,223369
223375,223375
223384,223384
223393,223393
223412,223412
223428,223428
223440,223440
223456,223456
223470,223470
223471,223471
223484,223484
223488,223488
223489,223489
223490,223490
223492,223492
223496,223496
223503,223503
223507,223507
223518,223518
223519,223519
223521,223521
223524,223524
223526,223526
223527,223527
223529,223529
223534,223534
223538,223538
223547,223547
223549,223549
223551,223551
223552,223552
223567,223567
223571,223571
223582,223582
223584,223584
223585,223585
223586,223586
223588,223588
223592,223592
223594,223594
223607,223607
223608,223608
223609,223609
223610,223610
223611,223611
223635,223635
223636,223636
223638,223638
223649,223649
223670,223670
223688,223688
223698,223698
223699,223699
223716,223716
223718,223718
223720,223720
223727,223727
223729,223729
223739,223739
223740,223740
223741,223741
223750,223750
223752,223752
223764,223764
223781,223781
223783,223783
223794,223794
223808,223808
223810,223810
223814,223814
223817,223817
223830,223830
223839,223839
223849,223849
223851,223851
223854,223854
223888,223888
223914,223914
223923,223923
223925,223925
223939,223939
223949,223949
223951,223951
223952,223952
223967,223967
223971,223971
223974,223974
223978,223978
223991,223991
224008,224008
224016,224016
224024,224024
224039,224039
224040,224040
224044,224044
224047,224047
224055,224055
224061,224061
224065,224065
224079,224079
224080,224080
224089,224089
224094,224094
224095,224095
224109,224109
224111,224111
224112,224112
224134,224134
224135,224135
224138,224138
224139,224139
224158,224158
224161,224161
224171,224171
224182,224182
224191,224191
224194,224194
224195,224195
224205,224205
224206,224206
224211,224211
224213,224213
224214,224214
224236,224236
224239,224239
224241,224241
224251,224251
224259,224259
224262,224262
224263,224263
224268,224268
224270,224270
224282,224282
224300,224300
224315,224315
224319,224319
224325,224325
224337,224337
224339,224339
224343,224343
224344,224344
224347,224347
224353,224353
224363,224363
224370,224370
224379,224379
224380,224380
224393,224393
224395,224395
224407,224407
224408,224408
224426,224426
224427,224427
224428,224428
224437,224437
224444,224444
224445,224445
224459,224459
224473,224473
224488,224488
224490,224490
224493,224493
224494,224494
224495,224495
224499,224499
224524,224524
224528,224528
224538,224538
224553,224553
224554,224554
224575,224575
224586,224586
224593,224593
224599,224599
224614,224614
224625,224625
224626,224626
224627,224627
224628,224628
224631,224631
224651,224651
224658,224658
224664,224664
224668,224668
224673,224673
224674,224674
224683,224683
224708,224708
224748,224748
224756,224756
224757,224757
224760,224760
224771,224771
224772,224772
224797,224797
224823,224823
224831,224831
224841,224841
224843,224843
224844,224844
224849,224849
224855,224855
224856,224856
224864,224864
224871,224871
224876,224876
224889,224889
224896,224896
224899,224899
224912,224912
224916,224916
224918,224918
224925,224925
224929,224929
224934,224934
224950,224950
224953,224953
224956,224956
224958,224958
224960,224960
224971,224971
224975,224975
224978,224978
224986,224986
224987,224987
224990,224990
225010,225010
225041,225041
225044,225044
225045,225045
225048,225048
225053,225053
225058,225058
225075,225075
225085,225085
225103,225103
225107,225107
225114,225114
225122,225122
225130,225130
225131,225131
225132,225132
225134,225134
225136,225136
225141,225141
225145,225145
225146,225146
225156,225156
225158,225158
225165,225165
225185,225185
225194,225194
225195,225195
225223,225223
225224,225224
225231,225231
225233,225233
225246,225246
225281,225281
225286,225286
225301,225301
225302,225302
225336,225336
225347,225347
225351,225351
225362,225362
225363,225363
225364,225364
225370,225370
225374,225374
225375,225375
225380,225380
225381,225381
225382,225382
225392,225392
225410,225410
225425,225425
225431,225431
225456,225456
225460,225460
225475,225475
225478,225478
225483,225483
225499,225499
225514,225514
225517,225517
225524,225524
225532,225532
225545,225545
225546,225546
225550,225550
225580,225580
225581,225581
225582,225582
225585,225585
225601,225601
225612,225612
225621,225621
225636,225636
225639,225639
225650,225650
225654,225654
225664,225664
225665,225665
225666,225666
225686,225686
225689,225689
225691,225691
225721,225721
225733,225733
225739,225739
225741,225741
225766,225766
225776,225776
225788,225788
225792,225792
225803,225803
225804,225804
225805,225805
225808,225808
225819,225819
225826,225826
225832,225832
225850,225850
225851,225851
225854,225854
225858,225858
225875,225875
225884,225884
225890,225890
225906,225906
225908,225908
225910,225910
225920,225920
225950,225950
225990,225990
225991,225991
226010,226010
226011,226011
226018,226018
226029,226029
226030,226030
226041,226041
226044,226044
226051,226051
226054,226054
226085,226085
226105,226105
226116,226116
226130,226130
226131,226131
226170,226170
226171,226171
226176,226176
226177,226177
226183,226183
226187,226187
226188,226188
226190,226190
226206,226206
226213,226213
226214,226214
226226,226226
226244,226244
226245,226245
226251,226251
226258,226258
226259,226259
226265,226265
226291,226291
226294,226294
226299,226299
226300,226300
226301,226301
226302,226302
226308,226308
226309,226309
226318,226318
226319,226319
226320,226320
226325,226325
226334,226334
226337,226337
226348,226348
226353,226353
226361,226361
226387,226387
226395,226395
226413,226413
226416,226416
226427,226427
226433,226433
226447,226447
226487,226487
226495,226495
226496,226496
